" ""keeper"" "," ""g"" "," ""nameKeeper"" "," ""collection"" "," ""collectionLabel"" "," ""artHistorian"" "," ""numberOfItems"" "," ""artHistorianName"" "," ""period"" "," ""periodLabel"" "," ""address"" "," ""cityKeeper"" "," ""cityKeeperLabel"" "," ""districtKeeper"" "," ""districtKeeperLabel"" "," ""countryKeeper"" "," ""countryKeeperLabel"" "," ""websiteKeeper"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q7018"" "," ""                            15th century"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," "" Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""  Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q12554"" "," ""                            Middle Ages"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," "" Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""  Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q131808"" "," ""                            mannerism"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," "" Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""  Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q7017"" "," ""                            16th century"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," "" Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""  Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q37853"" "," ""                            Baroque"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," ""Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""  Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q7016"" "," ""                            17th century"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," ""Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""  Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q4692"" "," ""                            Renaissance"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," ""Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""  Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q7018"" "," ""                            15th century"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," ""Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""  Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q12554"" "," ""                            Middle Ages"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," ""Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""  Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q131808"" "," ""                            mannerism"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," ""Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""  Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q7017"" "," ""                            16th century"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," ""Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""  Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q37853"" "," ""                            Baroque"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," "" Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""   Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q7016"" "," ""                            17th century"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," "" Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""   Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q4692"" "," ""                            Renaissance"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," "" Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""   Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q7018"" "," ""                            15th century"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," "" Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""   Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q12554"" "," ""                            Middle Ages"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," "" Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""   Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q131808"" "," ""                            mannerism"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," "" Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""   Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q7017"" "," ""                            16th century"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," "" Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""   Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q37853"" "," ""                            Baroque"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," ""Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""   Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q7016"" "," ""                            17th century"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," ""Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""   Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q4692"" "," ""                            Renaissance"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," ""Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""   Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q7018"" "," ""                            15th century"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," ""Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""   Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q12554"" "," ""                            Middle Ages"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," ""Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""   Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q131808"" "," ""                            mannerism"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," ""Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""   Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q7017"" "," ""                            16th century"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," ""Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""   Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q37853"" "," ""                            Baroque"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," "" Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q7016"" "," ""                            17th century"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," "" Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q4692"" "," ""                            Renaissance"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," "" Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q7018"" "," ""                            15th century"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," "" Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q12554"" "," ""                            Middle Ages"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," "" Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q131808"" "," ""                            mannerism"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," "" Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q7017"" "," ""                            16th century"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," "" Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q37853"" "," ""                            Baroque"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," ""Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q7016"" "," ""                            17th century"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," ""Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q4692"" "," ""                            Renaissance"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," ""Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q7018"" "," ""                            15th century"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," ""Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q12554"" "," ""                            Middle Ages"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," ""Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q131808"" "," ""                            mannerism"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," ""Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
" ""wd:Q23687322"" "," ""art:1557321703-04/"" "," ""Fondazione Federico Zeri"" "," ""art:collectionfototeca-zeri"" "," ""Fototeca Zeri"" "," ""wd:Q1089074"" "," ""290.000 photographs arrangend in more than 2","000 boxes"" "," ""Federico Zeri"" "," ""wd:Q7017"" "," ""                            16th century"" "," ""2", Piazzetta Giorgio Morandi," 40125"" "," ""wd:Q1891"" "," ""Bologna"" "," ""wd:Q16139"" "," ""                         Province of Bologna"" "," ""wd:Q38"" "," ""Italy"" "," ""https://fondazionezeri.unibo.it/en"" ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,
